# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 05:08:34 BST
# Ring energy:   3.0
# Ring current - start: 298.8
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264092_FeBr3_7.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264092_FeBr3_7.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr3
# Sample description: FeBr3
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	     It	   Iref	 lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075412	802974.0	77168.0	17507.0	2.34234	 1.48338	   15.14	    5.03	   17.11	   13.09	   33.63	   22.31	   38.82	   16.20	   27.34	188.67	0.000234963
      6907.23	0.071859	765448.0	73583.0	16740.0	2.34205	 1.48061	   22.21	    5.03	   15.10	    6.04	   27.50	   24.33	   31.68	   12.15	   24.32	168.35	0.000219931
      6907.52	0.071257	759430.0	73078.0	16679.0	2.34104	 1.47738	   20.19	   11.06	   20.14	    9.06	   33.63	   31.42	   32.68	   13.16	   19.23	190.58	0.000250952
      6907.82	0.070846	754850.0	72711.0	16536.0	2.34003	 1.48095	   15.14	    7.04	   16.11	    6.04	   28.54	   31.41	   38.83	   15.19	   25.32	183.63	0.000243264
      6908.12	0.075726	806843.0	77705.0	17653.0	2.34021	 1.48201	   21.20	    6.03	   15.10	    9.07	   24.46	   28.39	   35.77	   25.31	   20.25	185.58	0.000230009
      6908.42	0.071726	764422.0	73666.0	16787.0	2.33958	 1.47894	   15.15	    3.02	   12.08	   13.09	   29.57	   29.40	   44.93	   14.16	   18.23	179.62	0.000234975
      6908.71	0.078985	841684.0	81206.0	18476.0	2.33842	 1.48052	   25.24	    8.05	   22.15	   15.11	   38.73	   19.26	   24.51	   12.15	   36.46	201.65	0.000239583
      6909.01	0.075037	799623.0	77179.0	17555.0	2.33801	 1.48079	   23.23	    9.05	   10.07	   12.08	   36.70	   18.25	   34.75	   10.13	   27.35	181.60	0.000227104
      6909.31	0.072706	775009.0	74838.0	17025.0	2.33755	 1.48064	   21.21	    8.05	   11.07	   10.07	   28.53	   17.24	   26.57	   16.20	   32.42	171.35	0.000221099
      6909.61	0.065936	701870.0	67816.0	15390.0	2.33695	 1.48308	   18.17	    5.03	    7.05	   10.07	   27.52	   24.33	   35.78	   12.16	   24.30	164.40	0.000234237
      6909.91	0.071016	756245.0	73167.0	16663.0	2.33562	 1.47955	   18.17	    9.05	   13.09	    8.05	   26.51	   21.30	   42.91	   22.28	   22.28	183.63	0.000242823
      6910.20	0.076868	818697.0	79222.0	18062.0	2.33546	 1.47844	   10.09	    8.04	   13.08	    5.04	   24.48	   24.32	   52.10	   26.32	   17.21	180.69	0.000220698
      6910.50	0.078473	835856.0	80965.0	18412.0	2.33444	 1.48101	   16.15	    5.03	   18.12	   15.11	   34.64	   19.26	   44.95	   17.20	   19.25	189.69	0.000226946
      6910.80	0.076092	810542.0	78495.0	17853.0	2.33467	 1.48086	   28.27	   14.08	   10.07	    8.05	   32.60	   30.42	   23.50	   22.27	   29.37	198.64	0.000245073
      6911.10	0.071495	761470.0	73877.0	16842.0	2.33285	 1.47853	   18.17	    3.02	    9.06	    7.05	   32.62	   20.27	   40.89	   13.16	   22.28	166.53	0.000218690
      6911.40	0.072347	771044.0	74791.0	17033.0	2.33305	 1.47954	   23.22	    6.03	   14.10	   18.13	   29.57	   22.29	   35.75	   18.23	   21.26	188.59	0.000244595
