# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 04:42:18 BST
# Ring energy:   3.0
# Ring current - start: 300.9
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264086_FeBr3_1.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264086_FeBr3_1.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr3
# Sample description: FeBr3
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	     It	   Iref	 lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075482	815810.0	82178.0	18925.0	2.29529	 1.46840	   14.13	    7.04	   15.10	   10.07	   41.83	   27.38	   28.60	   20.26	   30.38	194.80	0.000238779
      6907.23	0.071961	777619.0	78354.0	17996.0	2.29500	 1.47109	   30.31	    8.05	   16.12	   13.10	   27.54	   27.40	   31.70	   22.29	   28.37	204.87	0.000263454
      6907.52	0.070833	765601.0	77238.0	17741.0	2.29377	 1.47101	   19.18	    7.04	   13.09	   10.07	   19.38	   26.38	   47.02	   16.19	   31.40	189.75	0.000247843
      6907.82	0.071237	770017.0	77679.0	17907.0	2.29383	 1.46739	   18.17	    9.05	    9.06	   12.09	   26.52	   12.16	   36.80	   14.18	   23.30	161.34	0.000209528
      6908.12	0.075276	813868.0	82183.0	18924.0	2.29285	 1.46852	   18.18	   10.06	   12.08	   12.09	   22.43	   25.35	   39.90	   21.26	   29.39	190.74	0.000234362
      6908.42	0.071396	771428.0	77953.0	17951.0	2.29214	 1.46846	   16.16	    5.03	   21.15	   13.09	   31.61	   35.49	   40.87	   21.26	   27.35	212.01	0.000274824
      6908.71	0.077934	842078.0	85143.0	19603.0	2.29154	 1.46865	   13.13	    8.05	    7.05	   15.11	   29.55	   32.45	   35.77	   14.18	   23.30	178.58	0.000212076
      6909.01	0.075282	813274.0	82235.0	18982.0	2.29149	 1.46609	   27.27	    9.05	   17.12	    5.03	   38.75	   17.25	   35.77	   11.15	   23.30	184.68	0.000227088
      6909.31	0.072946	788769.0	79879.0	18415.0	2.28996	 1.46735	   16.15	   11.06	   14.10	    8.06	   26.51	   27.38	   33.74	   23.29	   32.43	192.72	0.000244335
      6909.61	0.065762	710901.0	72000.0	16621.0	2.28987	 1.46600	   27.27	    6.04	    8.06	   14.11	   31.64	   30.42	   43.99	   18.22	   23.30	203.04	0.000285608
