# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 04:55:26 BST
# Ring energy:   3.0
# Ring current - start: 300.0
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264089_FeBr3_4.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264089_FeBr3_4.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr3
# Sample description: FeBr3
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	     It	   Iref	 lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075598	811506.0	79525.0	18130.0	2.32282	 1.47850	   15.15	   12.07	   10.07	   16.11	   23.44	   21.29	   34.75	   26.33	   32.42	191.62	0.000236135
      6907.23	0.073304	786821.0	77184.0	17676.0	2.32181	 1.47398	   14.14	   11.06	   14.10	    7.05	   31.59	   31.43	   48.07	   23.30	   30.39	211.14	0.000268340
      6907.52	0.069046	740486.0	72659.0	16600.0	2.32153	 1.47637	   13.12	    6.03	   12.08	    5.04	   35.68	   22.30	   29.60	   23.29	   28.36	175.50	0.000237002
      6907.82	0.071968	772249.0	75773.0	17343.0	2.32157	 1.47455	   21.19	    2.01	   16.11	    8.06	   23.43	   20.27	   36.77	   16.20	   21.27	165.31	0.000214058
      6908.12	0.075915	814382.0	80000.0	18300.0	2.32040	 1.47513	    7.07	    8.05	   13.09	   10.07	   29.57	   26.37	   39.88	   13.17	   33.42	180.68	0.000221858
      6908.42	0.070182	753197.0	73996.0	16927.0	2.32032	 1.47510	   17.17	    8.05	    5.03	    6.04	   35.69	   22.32	   34.75	   17.23	   22.29	168.56	0.000223788
      6908.71	0.079888	857087.0	84364.0	19288.0	2.31840	 1.47566	   22.22	    8.04	   12.08	   19.13	   30.59	   33.47	   49.08	   19.24	   37.49	231.35	0.000269922
      6909.01	0.074314	797385.0	78531.0	18018.0	2.31784	 1.47212	   17.15	    8.04	   15.10	    9.06	   22.41	   26.37	   41.91	   17.21	   20.25	177.50	0.000222596
      6909.31	0.072545	778037.0	76683.0	17552.0	2.31709	 1.47451	   22.21	    8.04	   12.08	    4.03	   27.53	   18.24	   35.77	   18.22	   18.23	164.35	0.000211242
      6909.61	0.066605	714804.0	70456.0	16147.0	2.31702	 1.47325	   12.12	    6.03	   17.12	   11.08	   25.50	   24.34	   33.74	   16.20	   30.40	176.53	0.000246969
      6909.91	0.070416	754942.0	74482.0	17087.0	2.31608	 1.47224	   22.20	    4.02	   16.11	   10.07	   39.77	   22.31	   29.64	   18.23	   23.30	185.66	0.000245930
      6910.20	0.077495	830828.0	82009.0	18764.0	2.31559	 1.47489	   19.19	    8.05	   10.07	   19.14	   32.62	   24.33	   33.71	   19.23	   33.42	199.75	0.000240426
      6910.50	0.078145	837596.0	82732.0	18955.0	2.31493	 1.47354	   25.24	    7.04	   22.16	   12.08	   29.56	   25.34	   43.97	   20.24	   28.36	213.99	0.000255482
      6910.80	0.077413	830077.0	82024.0	18787.0	2.31451	 1.47385	   24.23	    8.05	   10.07	    9.06	   29.57	   24.33	   30.67	   14.17	   30.38	180.52	0.000217470
      6911.10	0.070943	760774.0	75243.0	17295.0	2.31361	 1.47031	   22.21	   10.06	   11.08	    7.05	   28.57	   21.29	   31.68	   15.18	   31.41	178.52	0.000234658
      6911.40	0.071921	770895.0	76289.0	17528.0	2.31302	 1.47073	   19.18	    8.05	    9.06	   11.08	   26.48	   27.39	   35.78	   18.23	   28.37	183.61	0.000238178
      6911.70	0.071056	762135.0	75444.0	17350.0	2.31273	 1.46980	   25.24	    6.03	   19.13	   12.09	   25.47	   22.30	   35.77	   20.25	   30.40	196.68	0.000258058
      6911.99	0.075169	805640.0	79880.0	18316.0	2.31111	 1.47275	   22.22	    8.05	    9.06	    8.06	   35.70	   23.32	   27.60	   19.25	   34.45	187.69	0.000232970
      6912.29	0.073589	788552.0	78215.0	18002.0	2.31074	 1.46898	   16.16	    4.02	    8.05	    8.06	   27.51	   25.35	   34.75	   14.17	   36.47	174.54	0.000221349
      6912.59	0.077304	827838.0	82100.0	18817.0	2.31088	 1.47318	   22.21	    4.02	   16.11	   15.11	   31.62	   28.37	   39.84	   19.25	   21.27	197.80	0.000238933
      6912.89	0.075789	811429.0	80636.0	18496.0	2.30885	 1.47239	   23.22	    6.04	    6.04	   10.07	   30.58	   22.30	   42.91	   21.27	   23.30	185.74	0.000228903
      6913.19	0.072504	777067.0	77175.0	17747.0	2.30945	 1.46986	   24.23	    4.02	   13.09	   11.08	   24.47	   17.25	   32.71	   25.31	   27.37	179.54	0.000231051
      6913.49	0.069483	744484.0	74011.0	17026.0	2.30848	 1.46947	   17.17	    7.04	   16.11	    8.05	   35.68	   21.30	   30.65	   15.19	   26.34	177.52	0.000238445
      6913.78	0.068369	732798.0	72901.0	16790.0	2.30777	 1.46832	   17.16	    8.04	   15.11	    9.06	   30.58	   22.31	   23.48	   24.30	   14.18	164.23	0.000224111
      6914.08	0.077880	834408.0	83026.0	19125.0	2.30757	 1.46816	   25.23	    6.03	   14.09	   10.07	   31.60	   17.24	   39.89	   17.22	   28.36	189.74	0.000227394
      6914.38	0.077453	829819.0	82715.0	19044.0	2.30581	 1.46865	   13.13	    4.02	   12.08	   11.08	   30.60	   21.29	   38.81	   18.23	   26.33	175.57	0.000211578
      6914.68	0.077801	833640.0	83096.0	19106.0	2.30581	 1.46999	   24.24	    8.05	   14.10	   10.07	   26.53	   23.31	   33.71	   24.31	   24.30	188.63	0.000226274
      6914.98	0.074123	794249.0	79184.0	18228.0	2.30562	 1.46882	   21.20	    4.02	    7.05	   11.08	   30.61	   24.34	   48.04	   21.27	   32.44	200.05	0.000251870
