# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 04:59:48 BST
# Ring energy:   3.0
# Ring current - start: 298.6
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264090_FeBr3_5.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264090_FeBr3_5.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr3
# Sample description: FeBr3
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	     It	   Iref	 lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075031	799711.0	78058.0	17764.0	2.32680	 1.48028	   17.15	    4.02	   11.07	    9.06	   24.46	   36.49	   54.15	   18.22	   17.22	191.84	0.000239888
      6907.23	0.072339	770003.0	75137.0	17101.0	2.32708	 1.48018	   18.17	    8.05	   16.11	    9.06	   28.51	   22.30	   26.57	   21.26	   31.40	181.43	0.000235619
      6907.52	0.069946	744535.0	72675.0	16599.0	2.32676	 1.47665	   21.21	    7.04	   12.08	    7.05	   33.65	   30.43	   36.81	   18.22	   21.26	187.75	0.000252173
      6907.82	0.071631	763096.0	74519.0	16996.0	2.32633	 1.47808	   12.11	    3.02	    9.06	   10.07	   29.54	   26.36	   47.01	   16.20	   25.32	178.69	0.000234162
      6908.12	0.074781	796781.0	77874.0	17810.0	2.32549	 1.47533	   11.10	    9.05	   11.07	   10.07	   25.49	   19.26	   46.99	   11.14	   29.37	173.55	0.000217808
      6908.42	0.071733	764316.0	74781.0	17135.0	2.32442	 1.47344	   17.17	    8.04	   10.07	   15.10	   27.51	   17.23	   35.76	   15.20	   24.32	170.39	0.000222934
      6908.71	0.079138	843055.0	82505.0	18819.0	2.32417	 1.47799	   19.19	    3.02	   17.11	   12.09	   37.72	   30.41	   42.91	   14.17	   28.37	204.98	0.000243145
      6909.01	0.074301	791636.0	77549.0	17759.0	2.32319	 1.47402	   24.24	   10.06	   12.08	   11.08	   34.67	   29.41	   32.71	   17.22	   28.37	199.85	0.000252448
      6909.31	0.072443	772337.0	75739.0	17296.0	2.32213	 1.47682	   21.20	    2.01	   10.07	   11.08	   38.75	   21.29	   32.69	   26.32	   30.38	193.80	0.000250925
      6909.61	0.065986	703350.0	68985.0	15775.0	2.32197	 1.47546	   10.09	   11.06	   17.12	   13.09	   21.38	   17.24	   35.75	   18.23	   21.27	165.23	0.000234922
      6909.91	0.071371	761024.0	74697.0	17116.0	2.32122	 1.47343	   18.17	    4.02	   14.10	    8.05	   23.43	   12.16	   48.05	   16.20	   24.30	168.48	0.000221388
      6910.20	0.078277	834648.0	81962.0	18735.0	2.32075	 1.47586	   30.28	    7.04	   15.10	   13.09	   29.56	   26.37	   34.74	   20.25	   24.31	200.74	0.000240509
      6910.50	0.077546	827046.0	81264.0	18614.0	2.32016	 1.47379	   19.19	    4.02	   18.13	   10.07	   35.66	   21.30	   43.96	   27.35	   31.41	211.08	0.000255224
      6910.80	0.075790	807938.0	79459.0	18228.0	2.31924	 1.47228	   19.18	    8.04	   11.07	    8.05	   33.65	   17.23	   31.68	   19.23	   22.28	170.43	0.000210948
      6911.10	0.071572	763169.0	75072.0	17216.0	2.31903	 1.47261	   23.23	    8.04	   12.08	   14.10	   19.37	   23.32	   30.66	   16.20	   30.38	177.38	0.000232421
      6911.40	0.072557	772686.0	76069.0	17417.0	2.31823	 1.47419	   20.19	    5.03	    7.05	    7.05	   29.56	   14.19	   42.92	   22.28	   32.42	180.69	0.000233840
      6911.70	0.071665	763631.0	75201.0	17236.0	2.31792	 1.47316	   24.24	    6.03	   14.10	    6.04	   31.60	   19.26	   32.68	   10.12	   23.30	167.37	0.000219171
      6911.99	0.074753	796753.0	78535.0	18012.0	2.31700	 1.47251	   30.29	    7.04	   16.11	   10.07	   24.47	   26.36	   30.63	   13.16	   31.40	189.54	0.000237893
      6912.29	0.075105	800778.0	78997.0	18081.0	2.31617	 1.47455	   19.19	    5.03	    7.05	   10.07	   30.59	   25.34	   40.89	   17.22	   22.28	177.65	0.000221841
      6912.59	0.074857	798236.0	78769.0	18088.0	2.31588	 1.47127	   18.17	   11.06	   13.08	   15.10	   21.41	   21.29	   36.79	   21.26	   28.37	186.55	0.000233702
      6912.89	0.077347	824236.0	81436.0	18703.0	2.31464	 1.47113	   20.19	    6.03	   14.10	   16.12	   31.58	   30.43	   43.94	   19.24	   29.38	211.01	0.000256007
      6913.19	0.073030	778445.0	76985.0	17636.0	2.31369	 1.47367	   19.17	    7.04	   13.09	   12.08	   22.42	   26.36	   23.51	   13.16	   33.45	170.29	0.000218758
      6913.49	0.067279	716420.0	70853.0	16278.0	2.31366	 1.47079	   18.19	    9.05	    4.03	    8.06	   22.43	   31.44	   33.72	   15.19	   24.32	166.42	0.000232291
      6913.78	0.068454	729240.0	72182.0	16554.0	2.31281	 1.47256	   11.10	    7.04	   13.09	    8.05	   29.54	   22.29	   35.74	   24.28	   28.35	179.49	0.000246134
      6914.08	0.079364	846015.0	83793.0	19221.0	2.31219	 1.47235	   15.15	    8.05	   19.13	    8.05	   26.50	   31.43	   49.07	   23.29	   27.35	208.00	0.000245859
      6914.38	0.076682	816887.0	80910.0	18623.0	2.31216	 1.46894	   18.17	    5.03	    9.06	   11.07	   31.59	   35.48	   40.87	   22.27	   30.39	203.93	0.000249648
      6914.68	0.078743	839400.0	83246.0	19128.0	2.31089	 1.47065	   31.30	    5.03	    9.06	    9.06	   24.45	   24.34	   37.80	   12.15	   35.47	188.65	0.000224749
      6914.98	0.073662	785331.0	77927.0	17905.0	2.31033	 1.47069	   15.13	   12.07	    9.06	   12.08	   34.65	   22.30	   31.68	   20.25	   31.40	188.64	0.000240201
      6915.28	0.070211	747794.0	74220.0	17026.0	2.31009	 1.47229	   13.12	    8.04	   13.09	    5.04	   21.39	   25.34	   34.74	   16.20	   25.32	162.28	0.000217012
      6915.57	0.073510	783104.0	77754.0	17865.0	2.30972	 1.47071	   15.15	    5.03	   12.08	   10.07	   35.68	   13.18	   39.86	   14.17	   26.33	171.55	0.000219067
      6915.87	0.073396	782175.0	77736.0	17878.0	2.30876	 1.46975	   16.15	    8.04	   13.09	   17.12	   35.65	   25.35	   31.67	   26.32	   28.37	201.76	0.000257945
      6916.17	0.071799	764588.0	76015.0	17463.0	2.30841	 1.47085	   15.14	    7.04	    8.05	   13.10	   28.55	   35.49	   50.07	   14.18	   27.36	198.96	0.000260219
      6916.47	0.073880	786527.0	78325.0	18029.0	2.30676	 1.46889	   19.19	    7.04	   15.11	   13.09	   30.61	   32.45	   32.71	    6.07	   18.23	174.49	0.000221850
      6916.77	0.077610	826177.0	82328.0	18915.0	2.30610	 1.47076	   22.21	    4.02	   13.09	   14.10	   35.67	   23.32	   40.88	   16.20	   24.31	193.79	0.000234567
      6917.07	0.072983	777700.0	77508.0	17898.0	2.30596	 1.46569	   20.19	    7.04	   15.10	    9.06	   30.57	   18.25	   33.73	   22.27	   23.30	179.51	0.000230818
      6917.37	0.069826	743772.0	74216.0	17060.0	2.30475	 1.47024	   14.14	    7.04	   12.08	    9.06	   19.35	   22.31	   28.62	   15.19	   25.33	153.12	0.000205864
      6917.66	0.070348	748907.0	74769.0	17183.0	2.30421	 1.47048	   17.16	    4.02	   14.09	    8.05	   31.59	   24.33	   35.78	   18.23	   31.40	184.66	0.000246568
