# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 05:17:19 BST
# Ring energy:   3.0
# Ring current - start: 299.4
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264094_FeBr3_9.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264094_FeBr3_9.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr3
# Sample description: FeBr3
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	     It	   Iref	 lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075924	809830.0	77563.0	17586.0	2.34573	 1.48399	   15.14	    6.03	   15.10	    8.05	   24.45	   19.26	   44.97	   23.28	   21.27	177.55	0.000219242
      6907.23	0.072616	773598.0	74205.0	16814.0	2.34422	 1.48462	   11.10	    6.03	   10.07	   18.13	   24.46	   27.38	   27.60	   18.23	   27.34	170.35	0.000220208
      6907.52	0.069752	743384.0	71327.0	16189.0	2.34394	 1.48294	   21.20	    8.04	   20.13	   13.09	   20.38	   19.27	   28.63	   21.27	   22.30	174.32	0.000234496
      6907.82	0.072881	777084.0	74576.0	16989.0	2.34373	 1.47925	   18.17	    9.05	   17.12	   13.09	   26.52	   29.41	   22.46	   16.20	   24.31	176.33	0.000226914
      6908.12	0.075020	799937.0	76843.0	17446.0	2.34277	 1.48265	   14.14	    3.02	   24.16	   16.11	   23.45	   29.40	   34.73	   21.26	   25.32	191.59	0.000239501
      6908.42	0.071052	756315.0	72700.0	16479.0	2.34212	 1.48425	   17.17	    5.03	    7.05	   10.07	   26.50	   24.31	   33.72	   20.25	   23.29	167.39	0.000221325
      6908.71	0.078513	836677.0	80485.0	18311.0	2.34137	 1.48057	   11.11	    4.02	   23.16	   10.07	   25.48	   20.28	   37.80	   21.25	   32.40	185.57	0.000221789
      6909.01	0.074384	792524.0	76251.0	17432.0	2.34119	 1.47572	   19.18	    9.05	   13.09	    9.06	   24.47	   25.33	   42.92	   13.16	   30.38	186.64	0.000235504
      6909.31	0.073062	778391.0	74865.0	17038.0	2.34154	 1.48024	   22.20	    8.04	   14.09	    6.04	   29.56	   19.26	   36.82	    9.11	   16.20	161.34	0.000207275
      6909.61	0.064920	691625.0	66571.0	15170.0	2.34077	 1.47895	   12.11	    7.04	   14.10	   11.08	   24.49	   14.19	   27.59	   18.22	   22.30	151.14	0.000218522
      6909.91	0.070591	751952.0	72442.0	16466.0	2.33989	 1.48149	   17.16	    2.01	   12.08	   13.09	   18.34	   12.17	   40.90	   18.23	   23.30	157.29	0.000209181
      6910.20	0.079383	846499.0	81656.0	18605.0	2.33859	 1.47908	   18.17	    6.03	   11.07	   10.07	   39.75	   21.29	   42.93	   19.25	   27.37	195.95	0.000231479
      6910.50	0.077687	828145.0	79922.0	18190.0	2.33814	 1.48018	   28.26	   11.06	    9.06	    9.06	   33.63	   22.29	   30.65	   21.26	   22.28	187.57	0.000226490
      6910.80	0.076689	817427.0	78903.0	17961.0	2.33794	 1.48002	   24.24	   10.06	    9.06	    9.06	   15.29	   26.36	   34.76	   21.25	   34.44	184.52	0.000225731
      6911.10	0.070394	750157.0	72430.0	16512.0	2.33766	 1.47853	   18.17	    6.03	   14.10	    9.06	   24.46	   21.29	   35.78	   18.22	   31.41	178.52	0.000237979
      6911.40	0.073653	785213.0	75883.0	17206.0	2.33676	 1.48393	   17.16	    4.02	   14.10	   12.08	   40.76	   24.33	   40.87	   16.19	   25.30	194.82	0.000248110
      6911.70	0.071911	766610.0	74143.0	16919.0	2.33598	 1.47756	   16.16	   12.07	   13.09	   14.10	   34.66	   30.40	   31.70	    8.10	   25.32	185.60	0.000242109
      6911.99	0.073345	781538.0	75714.0	17309.0	2.33430	 1.47574	   14.12	    7.04	   14.09	    8.05	   41.78	   36.50	   42.92	   20.25	   37.44	222.20	0.000284306
      6912.29	0.075058	800284.0	77525.0	17715.0	2.33437	 1.47619	   17.16	   12.07	   16.11	   15.11	   26.52	   26.35	   36.78	   11.14	   28.37	189.61	0.000236929
      6912.59	0.075673	806250.0	78136.0	17841.0	2.33394	 1.47695	   15.14	    6.03	   13.09	   11.07	   27.52	   18.23	   36.77	   19.23	   28.37	175.46	0.000217625
      6912.89	0.076469	814629.0	78986.0	18072.0	2.33346	 1.47491	   12.12	    5.03	    8.05	   19.14	   30.58	   19.27	   35.79	   19.23	   30.39	179.59	0.000220460
      6913.19	0.072649	774083.0	75130.0	17184.0	2.33246	 1.47524	   20.19	    7.04	   14.09	    6.04	   26.50	   20.28	   38.82	   19.23	   25.33	177.52	0.000229329
