# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 04:51:03 BST
# Ring energy:   3.0
# Ring current - start: 301.5
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264088_FeBr3_3.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264088_FeBr3_3.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr3
# Sample description: FeBr3
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	     It	   Iref	 lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.074877	808418.0	80138.0	18317.0	2.31133	 1.47592	   19.18	   11.06	    5.03	   11.08	   29.56	   12.16	   29.64	   19.25	   20.26	157.21	0.000194471
      6907.23	0.071938	776434.0	77001.0	17647.0	2.31089	 1.47325	   22.21	    4.02	    6.04	   11.08	   27.52	   32.45	   28.62	   16.20	   25.33	173.48	0.000223426
      6907.52	0.071085	766906.0	76080.0	17417.0	2.31058	 1.47434	   18.18	    8.04	   16.11	    9.06	   28.54	   16.21	   35.76	    8.10	   34.44	174.45	0.000227478
      6907.82	0.070316	758581.0	75325.0	17240.0	2.30964	 1.47458	   26.25	    5.03	   10.07	    7.05	   27.53	   21.29	   36.80	   14.18	   25.33	173.53	0.000228751
      6908.12	0.076885	828999.0	82391.0	18887.0	2.30874	 1.47300	   10.10	    6.03	   17.11	   10.07	   25.50	   29.40	   39.86	   11.14	   26.35	175.56	0.000211768
      6908.42	0.070697	762365.0	75794.0	17346.0	2.30841	 1.47466	   16.15	   10.06	   18.13	    8.05	   28.57	   22.32	   33.72	   11.14	   16.21	164.35	0.000215578
      6908.71	0.079348	855964.0	85219.0	19535.0	2.30700	 1.47302	   23.22	    5.03	   14.10	    6.05	   29.56	   31.44	   34.76	   16.21	   27.35	187.71	0.000219294
      6909.01	0.074349	801818.0	79846.0	18352.0	2.30678	 1.47036	   20.19	    6.03	   13.09	    7.05	   20.39	   26.38	   44.97	   20.25	   29.38	187.73	0.000234128
      6909.31	0.072032	776560.0	77351.0	17748.0	2.30652	 1.47208	   16.16	    8.05	   12.08	   12.09	   37.77	   15.21	   38.86	   17.22	   21.28	178.71	0.000230130
      6909.61	0.066796	720450.0	71810.0	16465.0	2.30585	 1.47279	   11.11	    8.05	   13.09	    6.05	   37.76	   28.39	   41.90	    8.10	   33.42	187.86	0.000260749
      6909.91	0.071442	770096.0	76826.0	17600.0	2.30497	 1.47364	   20.20	    6.03	    7.05	    5.04	   21.41	   26.37	   34.77	   21.26	   31.40	173.53	0.000225341
      6910.20	0.076828	828744.0	82696.0	19005.0	2.30474	 1.47047	   22.21	    5.03	   10.07	   15.11	   32.63	   22.32	   39.86	   13.17	   30.39	190.79	0.000230219
      6910.50	0.078638	848139.0	84725.0	19477.0	2.30363	 1.47018	   21.21	    8.05	   13.09	   15.11	   30.59	   24.34	   43.94	    9.11	   28.37	193.81	0.000228509
