# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 04:46:40 BST
# Ring energy:   3.0
# Ring current - start: 299.4
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264087_FeBr3_2.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264087_FeBr3_2.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: FeBr3
# Sample description: FeBr3
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	     It	   Iref	 lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075232	809085.0	80531.0	18491.0	2.30726	 1.47136	   20.20	    3.02	   13.09	    5.04	   29.56	   26.35	   35.78	   24.30	   29.37	186.71	0.000230766
      6907.23	0.072000	774010.0	77043.0	17688.0	2.30722	 1.47148	   20.20	    6.03	    9.06	    4.03	   24.46	   23.31	   31.67	   17.22	   22.28	158.25	0.000204459
      6907.52	0.069398	746379.0	74371.0	17116.0	2.30617	 1.46905	   19.18	    6.03	   11.08	    7.05	   26.51	   31.45	   32.70	   15.18	   22.29	171.47	0.000229739
      6907.82	0.071604	769712.0	76790.0	17628.0	2.30494	 1.47159	   19.19	    4.02	   13.09	   14.10	   30.61	   26.37	   40.89	   18.22	   16.22	182.71	0.000237372
      6908.12	0.076043	817191.0	81504.0	18725.0	2.30522	 1.47079	   21.21	    8.05	   11.08	   13.09	   33.64	   30.41	   43.96	   17.22	   25.32	203.98	0.000249616
      6908.42	0.071535	768848.0	76712.0	17628.0	2.30484	 1.47057	   21.20	   11.06	    7.05	    7.05	   24.47	   25.34	   34.70	   19.25	   26.34	176.46	0.000229509
      6908.71	0.079063	849734.0	84831.0	19486.0	2.30426	 1.47096	   16.16	    5.03	    7.05	   11.08	   34.66	   24.34	   35.75	   15.19	   26.33	175.57	0.000206620
      6909.01	0.073831	793063.0	79221.0	18174.0	2.30366	 1.47225	   14.13	    9.05	   12.08	    9.06	   26.48	   21.29	   41.90	   20.26	   24.31	178.57	0.000225160
      6909.31	0.073915	794826.0	79386.0	18258.0	2.30380	 1.46972	   18.17	    5.03	   12.08	   10.07	   25.50	   24.34	   34.76	   16.20	   30.40	176.54	0.000222109
      6909.61	0.065322	702269.0	70207.0	16158.0	2.30287	 1.46903	   22.22	    8.05	   19.13	    6.04	   18.35	   23.31	   34.76	   26.32	   21.28	179.46	0.000255550
      6909.91	0.070200	754762.0	75531.0	17383.0	2.30186	 1.46905	   30.29	    8.04	   12.08	    5.03	   24.47	   27.38	   35.76	   14.17	   28.37	185.60	0.000245909
      6910.20	0.078531	843867.0	84431.0	19417.0	2.30206	 1.46979	   23.23	    7.04	   10.07	    8.06	   27.52	   21.29	   62.34	   22.28	   34.44	216.25	0.000256265
      6910.50	0.079077	849799.0	85025.0	19562.0	2.30205	 1.46936	   16.15	    8.05	   12.08	    4.03	   36.76	   25.35	   25.55	   20.25	   21.28	169.51	0.000199465
      6910.80	0.075215	808204.0	80924.0	18643.0	2.30130	 1.46804	   17.18	   18.11	   10.07	    6.04	   27.53	   24.34	   40.93	   17.22	   24.32	185.73	0.000229806
      6911.10	0.071607	769584.0	77091.0	17717.0	2.30086	 1.47046	   20.20	    4.02	   13.09	   13.09	   33.66	   26.36	   40.89	   15.19	   32.42	198.92	0.000258480
      6911.40	0.072672	780900.0	78273.0	17986.0	2.30024	 1.47061	   22.22	    2.01	    9.06	    9.06	   31.59	   24.34	   41.90	   20.25	   28.36	188.79	0.000241765
      6911.70	0.071053	763060.0	76525.0	17615.0	2.29972	 1.46887	   22.22	    7.04	   13.09	   11.08	   31.62	   26.36	   34.76	   17.21	   33.44	196.83	0.000257949
      6911.99	0.074636	802054.0	80501.0	18544.0	2.29891	 1.46812	   25.24	    5.03	   17.12	   17.12	   26.53	   24.35	   37.81	   22.28	   23.31	198.77	0.000247832
      6912.29	0.074952	804850.0	80763.0	18563.0	2.29914	 1.47035	   11.11	    9.05	   21.15	   11.08	   37.72	   35.47	   32.68	   18.24	   23.31	199.81	0.000248254
      6912.59	0.075277	808923.0	81140.0	18660.0	2.29953	 1.46979	   26.25	    9.05	   19.13	   10.07	   32.65	   31.42	   44.98	   15.19	   25.33	214.08	0.000264651
      6912.89	0.076436	821126.0	82565.0	19057.0	2.29709	 1.46615	   25.24	    5.03	   11.07	   12.09	   32.62	   35.50	   46.02	   17.22	   24.32	209.12	0.000254673
      6913.19	0.073479	789213.0	79305.0	18277.0	2.29774	 1.46766	   22.22	    7.04	   12.08	    8.06	   26.51	   23.33	   36.80	   19.25	   32.43	187.71	0.000237850
      6913.49	0.067739	727706.0	73169.0	16890.0	2.29713	 1.46605	   18.17	    6.04	    8.06	    8.06	   26.52	   17.23	   44.99	   16.20	   18.24	163.49	0.000224665
      6913.78	0.069276	744533.0	74884.0	17264.0	2.29682	 1.46732	   11.11	    7.04	   10.07	    9.06	   33.63	   27.39	   36.83	   16.20	   23.30	174.63	0.000234554
      6914.08	0.078068	838701.0	84407.0	19521.0	2.29620	 1.46416	   34.34	    9.05	   15.10	   10.07	   38.75	   31.43	   46.01	    7.09	   25.33	217.17	0.000258934
      6914.38	0.076917	826122.0	83154.0	19191.0	2.29605	 1.46625	   24.24	    6.03	   22.15	   11.08	   32.61	   17.24	   34.77	   15.19	   31.41	194.71	0.000235693
      6914.68	0.077545	832638.0	83908.0	19375.0	2.29488	 1.46574	   24.23	    9.05	    8.06	   11.08	   25.46	   19.26	   44.97	   16.19	   29.38	187.68	0.000225398
      6914.98	0.074447	799174.0	80505.0	18606.0	2.29526	 1.46484	   20.19	   10.05	   14.09	    4.03	   34.65	   20.28	   38.84	   14.17	   23.30	179.60	0.000224730
      6915.28	0.070832	760353.0	76666.0	17676.0	2.29432	 1.46725	   11.10	   11.06	   14.10	    8.06	   28.55	   29.39	   29.62	   13.17	   18.23	163.28	0.000214736
      6915.57	0.073701	791534.0	79829.0	18464.0	2.29409	 1.46406	   18.17	    9.05	   11.08	   12.08	   38.74	   16.22	   31.70	   17.21	   25.33	179.59	0.000226888
