# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 00:35:22 BST
# Ring energy:   3.0
# Ring current - start: 299.8
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264045_HP5_8.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264045_HP5_8.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: HP5
# Sample description: Fe2 + BnBr2 + MgPhBr
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075763	830981.0	2533699.0	654358.0	-1.11483	 1.35378	  123.31	   55.66	   84.02	   89.27	  145.33	   89.35	  123.69	   66.03	  113.02	889.67	0.001070625
      6907.23	0.072525	795353.0	2426438.0	625954.0	-1.11539	 1.35490	  118.20	   53.59	   91.29	   59.12	  110.85	  101.99	  116.23	   59.70	   84.74	795.71	0.001000450
      6907.52	0.070821	776989.0	2376536.0	615151.0	-1.11797	 1.35153	  139.10	   46.39	   77.81	   58.13	  113.07	   71.44	  123.61	   70.31	   96.25	796.11	0.001024612
      6907.82	0.072341	793669.0	2436698.0	629787.0	-1.12173	 1.35302	  135.95	   50.49	   72.60	   57.07	  110.75	   89.38	  122.79	   83.81	  103.55	826.38	0.001041212
      6908.12	0.073908	811109.0	2477806.0	640704.0	-1.11673	 1.35256	  120.21	   60.83	  107.92	   62.24	  136.67	   93.57	  134.56	   69.11	   93.11	878.23	0.001082756
      6908.42	0.070246	770644.0	2358379.0	609704.0	-1.11850	 1.35276	  120.30	   62.87	   81.93	   50.90	  137.61	   87.25	  124.79	   65.97	   81.58	813.20	0.001055220
      6908.71	0.079319	870390.0	2664552.0	689845.0	-1.11885	 1.35132	  123.48	   65.94	   81.96	   63.35	  137.78	   84.11	  140.06	   79.59	   94.09	870.37	0.000999980
      6909.01	0.073904	810319.0	2479172.0	641170.0	-1.11825	 1.35239	  139.10	   70.05	   86.09	   67.46	  124.79	   94.54	  137.66	   74.40	   82.69	876.79	0.001082025
      6909.31	0.072868	799076.0	2444141.0	632563.0	-1.11799	 1.35167	  116.07	   63.91	  105.85	   68.53	  134.60	   85.09	  109.75	   79.72	   82.63	846.14	0.001058903
      6909.61	0.064903	712056.0	2180540.0	564396.0	-1.11917	 1.35157	  119.15	   48.42	   65.44	   53.97	  113.32	   56.74	  132.38	   80.67	   84.72	754.81	0.001060044
      6909.91	0.073212	802699.0	2468376.0	639657.0	-1.12334	 1.35038	  146.55	   47.41	   84.06	   63.33	  112.95	   84.11	  120.79	   63.90	   94.21	817.31	0.001018204
      6910.20	0.075401	827272.0	2532790.0	656909.0	-1.11894	 1.34953	  131.81	   67.01	   91.26	   57.09	  147.62	   97.69	  124.84	   71.19	   96.21	884.72	0.001069440
      6910.50	0.080146	879250.0	2697189.0	698545.0	-1.12090	 1.35097	  127.54	   71.12	   77.76	   73.67	  107.70	   87.21	  133.44	   82.81	  100.34	861.58	0.000979905
      6910.80	0.075793	831545.0	2554412.0	662822.0	-1.12229	 1.34907	  122.41	   54.65	   80.90	   77.88	  120.45	   80.89	  122.84	   87.08	   89.97	837.07	0.001006646
      6911.10	0.071364	782438.0	2416023.0	627820.0	-1.12746	 1.34762	  117.19	   60.81	   69.42	   53.92	  124.94	  112.38	  105.45	   70.23	   92.03	806.36	0.001030577
      6911.40	0.072749	797632.0	2450008.0	636516.0	-1.12220	 1.34784	  127.56	   61.88	   67.39	   64.32	  128.31	   84.02	  116.33	   80.73	  107.80	838.33	0.001051020
      6911.70	0.072483	794701.0	2440877.0	632687.0	-1.12215	 1.35014	  119.20	   52.56	   67.41	   54.99	  117.34	   96.68	  128.04	   69.15	   94.12	799.49	0.001006025
      6911.99	0.074813	820287.0	2517764.0	653664.0	-1.12147	 1.34853	  124.50	   46.39	   74.68	   61.24	  140.88	   93.54	  142.27	   76.55	  103.63	863.69	0.001052915
      6912.29	0.073549	806394.0	2486313.0	646409.0	-1.12598	 1.34712	  118.18	   49.46	   75.64	   59.16	  106.53	   81.90	  117.36	   73.30	  114.02	795.55	0.000986558
      6912.59	0.075650	829443.0	2542033.0	659750.0	-1.11997	 1.34886	  137.05	   55.68	   84.02	   62.24	  115.21	   64.12	  153.14	   63.89	  100.49	835.85	0.001007725
      6912.89	0.075064	823067.0	2530000.0	657972.0	-1.12294	 1.34681	  101.40	   63.91	   80.84	   79.89	  140.88	  101.86	  133.69	   75.48	   91.00	868.96	0.001055755
      6913.19	0.072505	795227.0	2454698.0	638198.0	-1.12713	 1.34711	  102.42	   51.55	   63.22	   63.28	  109.68	   81.95	  117.39	   58.68	   77.51	725.67	0.000912529
      6913.49	0.068775	754453.0	2322489.0	604501.0	-1.12440	 1.34599	  118.20	   43.27	   77.82	   65.40	  105.47	   70.38	  118.50	   80.73	   91.00	770.76	0.001021612
      6913.78	0.068913	756215.0	2318529.0	603170.0	-1.12036	 1.34649	  109.86	   64.93	   86.12	   51.90	   99.12	   88.33	  124.96	   58.70	   79.49	763.42	0.001009523
      6914.08	0.077860	853377.0	2641362.0	687964.0	-1.12985	 1.34531	  130.80	   59.80	   83.97	   77.85	  130.30	   95.58	  139.94	   81.76	   81.66	881.64	0.001033124
      6914.38	0.078594	862531.0	2647128.0	688715.0	-1.12136	 1.34640	  108.71	   60.86	   89.23	   62.22	  130.33	   97.77	  121.74	   74.41	  110.95	856.21	0.000992673
      6914.68	0.078412	859728.0	2667781.0	695479.0	-1.13239	 1.34440	  125.42	   51.55	   75.75	   70.55	  126.96	   88.33	  148.68	   79.60	  101.45	868.29	0.001009956
      6914.98	0.073619	806927.0	2498755.0	651904.0	-1.13031	 1.34365	  138.10	   68.03	   69.48	   67.46	  111.90	   94.53	  115.26	   72.28	   81.60	818.62	0.001014491
      6915.28	0.071543	784610.0	2423638.0	632247.0	-1.12784	 1.34374	  133.90	   56.68	   73.59	   73.64	  106.54	   80.95	  131.38	   59.74	   96.30	812.72	0.001035832
      6915.57	0.074475	816175.0	2529795.0	660068.0	-1.13126	 1.34355	  142.13	   56.69	   67.33	   66.44	  135.73	   88.24	  134.58	   65.00	  108.87	865.01	0.001059835
      6915.87	0.073750	808820.0	2495578.0	651000.0	-1.12670	 1.34377	  127.59	   62.88	   67.38	   69.54	   97.91	   76.69	  145.46	   72.40	   89.98	809.82	0.001001232
      6916.17	0.072111	790953.0	2448940.0	639874.0	-1.13017	 1.34214	  128.70	   56.68	   70.55	   46.70	  123.86	   99.80	  124.75	   66.06	   89.92	807.01	0.001020305
      6916.47	0.072328	793394.0	2447850.0	638637.0	-1.12665	 1.34363	  122.33	   58.76	   62.20	   65.31	  118.35	   80.86	  131.26	   63.91	   86.83	789.82	0.000995491
      6916.77	0.076998	844410.0	2616350.0	683489.0	-1.13090	 1.34232	  112.98	   58.76	   89.20	   64.41	  120.51	   94.54	  135.83	   69.19	  115.12	860.54	0.001019103
      6917.07	0.072143	790806.0	2449962.0	640351.0	-1.13078	 1.34181	  118.23	   34.03	   82.97	   51.88	  104.49	   97.78	  117.27	   71.33	   91.07	769.05	0.000972489
      6917.37	0.068345	749455.0	2324485.0	608071.0	-1.13191	 1.34096	  110.83	   49.49	   78.91	   49.82	  111.95	   87.30	  114.25	   74.38	  101.59	778.51	0.001038766
      6917.66	0.069106	757858.0	2353142.0	615592.0	-1.13301	 1.34092	  130.74	   51.55	   80.95	   63.31	  120.51	   86.14	  129.16	   63.97	   83.77	810.10	0.001068935
      6917.96	0.075850	831714.0	2589000.0	677576.0	-1.13554	 1.34051	  106.70	   52.56	   78.86	   75.87	  140.05	   88.34	  143.28	   71.28	  112.99	869.93	0.001045951
      6918.26	0.076511	838266.0	2606201.0	682662.0	-1.13431	 1.33965	  134.96	   59.79	   74.62	   56.04	  142.04	   80.85	  128.21	   76.54	  107.84	860.89	0.001026993
      6918.56	0.078079	855494.0	2656799.0	695910.0	-1.13320	 1.33966	  117.21	   70.07	   88.19	   61.25	  120.38	   86.13	  135.72	   64.94	  112.03	855.91	0.001000491
      6918.86	0.077480	849438.0	2642506.0	692478.0	-1.13491	 1.33921	  119.21	   53.61	   74.66	   75.77	  124.84	   75.65	  120.67	   79.62	  100.48	824.51	0.000970658
      6919.16	0.071227	780820.0	2432233.0	637754.0	-1.13622	 1.33861	  116.00	   45.34	   71.57	   52.92	   99.12	   83.05	   99.05	   63.87	   79.55	710.47	0.000909901
      6919.46	0.071813	787000.0	2451737.0	643143.0	-1.13632	 1.33818	   93.03	   55.67	   81.92	   50.86	  111.91	   73.59	  121.77	   70.13	   79.52	738.40	0.000938247
      6919.76	0.072820	798177.0	2487450.0	652668.0	-1.13668	 1.33794	  108.87	   46.41	   64.32	   79.90	  117.40	   83.98	  121.75	   63.99	   80.54	767.16	0.000961145
      6920.06	0.076344	836580.0	2609541.0	684793.0	-1.13761	 1.33781	  111.90	   59.81	   75.70	   62.25	  127.08	   95.62	  140.02	   74.45	  114.07	860.90	0.001029071
      6920.35	0.071730	785981.0	2451136.0	643969.0	-1.13737	 1.33666	  119.32	   54.62	   77.69	   53.96	  111.96	   67.24	  135.67	   56.59	  110.92	787.97	0.001002525
      6920.65	0.075191	823456.0	2571933.0	675428.0	-1.13890	 1.33707	  139.22	   53.64	   82.94	   57.10	  104.32	   79.87	  129.43	   61.79	   76.37	784.69	0.000952917
      6920.95	0.078497	860356.0	2682518.0	704673.0	-1.13716	 1.33678	  130.70	   68.09	   70.53	   70.58	  153.02	   92.50	  118.67	   76.44	  110.96	891.48	0.001036178
      6921.25	0.070938	777100.0	2421182.0	636425.0	-1.13644	 1.33614	  125.53	   48.46	   54.99	   64.31	  117.51	   72.48	  117.48	   60.82	   74.31	735.89	0.000946963
      6921.55	0.064993	711900.0	2234316.0	587602.0	-1.14375	 1.33564	  108.71	   47.40	   63.28	   48.79	  109.73	   70.38	  100.06	   62.90	   86.81	698.07	0.000980572
      6921.85	0.075546	827517.0	2584783.0	680173.0	-1.13897	 1.33505	  128.67	   74.20	   87.15	   75.69	  105.50	   93.61	  108.89	   58.67	   81.61	814.00	0.000983668
