# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 00:13:30 BST
# Ring energy:   3.0
# Ring current - start: 300.4
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264040_HP5_3.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264040_HP5_3.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: HP5
# Sample description: Fe2 + BnBr2 + MgPhBr
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075677	837450.0	2317855.0	596333.0	-1.01804	 1.35760	  138.12	   51.56	   64.32	   67.50	  138.03	   91.43	  151.04	   88.11	  100.45	890.56	0.001063422
      6907.23	0.072229	799327.0	2215983.0	570841.0	-1.01968	 1.35634	  136.12	   47.43	   89.24	   61.23	  121.71	  103.17	  131.57	   86.05	  111.01	887.53	0.001110345
      6907.52	0.070850	784152.0	2172399.0	559637.0	-1.01898	 1.35630	  105.65	   59.80	   77.80	   50.84	  125.92	   72.53	  110.97	   57.67	   83.77	744.95	0.000950006
      6907.82	0.072180	799030.0	2204422.0	568080.0	-1.01482	 1.35596	  118.17	   46.38	   89.22	   63.34	  135.84	   90.48	  128.47	   63.94	  106.75	842.59	0.001054513
      6908.12	0.075961	840664.0	2333914.0	600891.0	-1.02111	 1.35689	  116.07	   53.62	   70.49	   59.19	  136.86	   98.89	  120.74	   61.87	  103.67	821.40	0.000977081
      6908.42	0.069719	771996.0	2136185.0	550865.0	-1.01780	 1.35529	  130.74	   55.71	   69.49	   63.24	  104.43	   82.99	  113.16	   73.34	   83.68	776.78	0.001006198
      6908.71	0.079092	875319.0	2441014.0	629267.0	-1.02558	 1.35561	  145.40	   55.68	   89.22	   70.60	  165.73	   78.84	  141.17	   77.56	  100.44	924.64	0.001056341
      6909.01	0.074717	826892.0	2285572.0	590009.0	-1.01670	 1.35423	  132.88	   56.70	   66.45	   76.78	  128.04	   89.28	  139.08	   70.27	  104.62	864.10	0.001044994
      6909.31	0.074296	822282.0	2281416.0	588453.0	-1.02047	 1.35505	  130.71	   56.66	   83.94	   58.14	  132.46	  102.11	  139.13	   83.95	   95.28	882.38	0.001073087
      6909.61	0.063895	706822.0	1971245.0	508723.0	-1.02564	 1.35452	  107.80	   51.56	   64.33	   62.29	  111.90	   76.68	  107.72	   48.16	   82.69	713.13	0.001008927
