# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 01:22:22 BST
# Ring energy:   3.0
# Ring current - start: 300.9
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264052_Fe_I_5.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264052_Fe_I_5.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: Fe_I
# Sample description: Fedpbz2Br
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075964	835011.0	2708189.0	928485.0	-1.17659	 1.07048	   68.63	   37.54	   43.78	   44.79	   91.70	   71.10	  109.97	   56.54	   66.81	590.87	0.000707621
      6907.23	0.072780	800242.0	2594629.0	889786.0	-1.17628	 1.07022	   60.44	   32.47	   39.70	   33.62	   85.52	   47.42	   95.32	   51.42	   68.82	514.73	0.000643221
      6907.52	0.070358	773369.0	2508486.0	861948.0	-1.17668	 1.06824	   61.49	   28.40	   32.55	   33.63	   83.45	   54.64	   84.82	   31.82	   55.52	466.32	0.000602977
      6907.82	0.071478	785809.0	2548298.0	874735.0	-1.17647	 1.06926	   55.31	   38.56	   35.64	   34.64	   68.85	   51.52	   84.85	   53.45	   58.62	481.44	0.000612662
      6908.12	0.074991	824550.0	2673598.0	919990.0	-1.17634	 1.06682	   67.61	   23.33	   31.55	   42.79	   86.57	   67.01	   93.19	   43.12	   65.80	520.97	0.000631821
      6908.42	0.071822	789427.0	2560764.0	882624.0	-1.17675	 1.06516	   61.42	   32.47	   48.85	   37.68	   82.36	   57.67	   98.31	   46.26	   73.99	539.02	0.000682802
      6908.71	0.077412	850894.0	2759814.0	948354.0	-1.17663	 1.06819	   55.30	   28.40	   42.76	   35.65	   84.51	   59.74	   93.26	   41.13	   69.86	510.61	0.000600084
      6909.01	0.075190	826412.0	2680732.0	924821.0	-1.17675	 1.06424	   59.40	   32.46	   38.68	   37.66	   89.64	   65.92	   90.14	   39.02	   53.44	506.37	0.000612730
      6909.31	0.074697	820944.0	2663033.0	918188.0	-1.17677	 1.06482	   58.40	   28.42	   38.68	   28.51	   90.65	   65.94	   86.93	   45.22	   58.57	501.33	0.000610670
      6909.61	0.064273	705995.0	2291355.0	792075.0	-1.17729	 1.06224	   62.48	   21.31	   33.57	   31.57	   66.68	   43.26	   72.27	   36.97	   53.42	421.52	0.000597051
      6909.91	0.072902	801004.0	2598851.0	898195.0	-1.17696	 1.06244	   63.51	   34.50	   38.69	   41.76	   64.71	   51.55	   72.17	   38.02	   74.00	478.91	0.000597892
      6910.20	0.075865	833834.0	2704900.0	935831.0	-1.17679	 1.06139	   62.47	   32.46	   35.62	   35.64	   93.77	   50.48	  112.10	   59.63	   52.41	534.59	0.000641123
      6910.50	0.078428	861637.0	2796095.0	968667.0	-1.17715	 1.06006	   80.92	   32.47	   42.74	   46.86	   82.39	   64.91	  108.91	   66.79	   71.97	597.96	0.000693979
      6910.80	0.077040	846538.0	2746537.0	951015.0	-1.17694	 1.06057	   70.68	   27.41	   33.60	   44.84	   77.24	   56.63	   91.16	   38.00	   68.90	508.47	0.000600641
      6911.10	0.069888	767244.0	2491544.0	864405.0	-1.17785	 1.05862	   64.51	   16.24	   33.60	   35.65	   69.89	   58.75	   87.99	   39.04	   71.96	477.62	0.000622508
      6911.40	0.073115	802773.0	2606564.0	903840.0	-1.17772	 1.05914	   73.76	   35.53	   30.53	   35.66	   79.22	   57.72	   96.32	   45.20	   73.98	527.92	0.000657619
      6911.70	0.070580	775639.0	2516350.0	873880.0	-1.17688	 1.05762	   68.63	   31.45	   46.82	   36.65	   79.31	   53.58	   85.82	   48.28	   59.64	510.17	0.000657743
      6911.99	0.075951	834223.0	2707716.0	938610.0	-1.17736	 1.05946	   62.51	   39.58	   43.77	   33.61	   83.41	   71.15	  102.46	   51.35	   62.66	550.50	0.000659890
      6912.29	0.074825	822261.0	2667682.0	926436.0	-1.17691	 1.05762	   47.12	   36.52	   41.76	   31.58	   66.73	   52.52	   75.38	   44.18	   62.74	458.52	0.000557631
      6912.59	0.075112	825301.0	2677739.0	932262.0	-1.17698	 1.05511	   63.50	   23.33	   39.71	   44.83	   74.05	   49.50	  117.38	   53.44	   70.94	536.69	0.000650298
      6912.89	0.076831	842988.0	2739276.0	954938.0	-1.17850	 1.05380	   65.55	   32.47	   56.00	   42.79	   78.21	   51.50	   79.58	   48.27	   59.61	513.98	0.000609710
      6913.19	0.070956	779303.0	2529486.0	881796.0	-1.17737	 1.05381	   61.43	   24.35	   46.82	   26.49	   66.81	   55.65	   72.21	   35.92	   59.61	449.27	0.000576508
      6913.49	0.068274	750054.0	2434281.0	847998.0	-1.17726	 1.05453	   44.05	   30.45	   43.78	   30.58	   69.92	   51.53	   87.06	   40.05	   54.48	451.90	0.000602485
      6913.78	0.069909	768226.0	2492306.0	869571.0	-1.17688	 1.05296	   46.10	   27.40	   39.68	   35.66	   84.43	   54.62	   79.62	   49.31	   42.13	458.96	0.000597427
      6914.08	0.077617	852899.0	2767231.0	965077.0	-1.17696	 1.05339	   69.65	   33.48	   47.87	   37.67	   81.38	   69.10	  105.76	   49.29	   65.80	560.01	0.000656595
      6914.38	0.078041	856939.0	2782407.0	972301.0	-1.17770	 1.05141	   72.76	   28.42	   49.91	   38.72	   93.93	   63.96	   91.18	   53.44	   79.20	571.54	0.000666952
      6914.68	0.077381	849939.0	2758653.0	964666.0	-1.17733	 1.05072	   58.37	   26.39	   38.68	   34.64	   85.53	   52.54	   82.70	   44.17	   57.55	480.58	0.000565425
      6914.98	0.073350	805587.0	2615111.0	915614.0	-1.17749	 1.04947	   59.42	   31.45	   36.66	   45.83	   76.16	   70.10	   81.78	   40.08	   58.57	500.05	0.000620726
      6915.28	0.071318	783430.0	2542556.0	890142.0	-1.17724	 1.04954	   68.63	   23.33	   42.77	   37.68	   76.22	   45.34	   85.84	   50.33	   61.70	491.84	0.000627810
      6915.57	0.073475	806568.0	2619413.0	919601.0	-1.17792	 1.04677	   53.26	   31.46	   42.76	   30.55	   83.47	   63.90	   89.06	   39.05	   66.84	500.34	0.000620328
      6915.87	0.073337	805096.0	2614651.0	917551.0	-1.17792	 1.04718	   59.41	   27.40	   32.56	   31.56	   68.88	   52.57	   81.67	   45.23	   80.11	479.40	0.000595451
      6916.17	0.072925	800542.0	2599842.0	913609.0	-1.17792	 1.04580	   69.64	   32.46	   46.83	   40.76	   92.83	   62.83	  105.77	   43.19	   47.29	541.59	0.000676534
      6916.47	0.073548	807622.0	2622214.0	919667.0	-1.17768	 1.04776	   69.70	   23.34	   44.78	   33.62	   77.15	   65.99	   85.91	   55.56	   76.07	532.13	0.000658888
      6916.77	0.076225	836696.0	2717531.0	954218.0	-1.17802	 1.04659	   55.29	   31.47	   43.76	   40.74	   77.09	   55.60	   93.24	   47.25	   67.84	512.27	0.000612250
      6917.07	0.074258	815361.0	2647163.0	931432.0	-1.17761	 1.04452	   65.59	   21.31	   33.59	   26.49	   68.83	   63.89	   84.88	   41.10	   63.73	469.41	0.000575702
      6917.37	0.068238	749024.0	2432948.0	854737.0	-1.17809	 1.04607	   59.38	   23.34	   34.60	   45.86	   69.90	   51.53	   83.69	   46.27	   71.96	486.53	0.000649547
      6917.66	0.070687	775962.0	2520011.0	888024.0	-1.17791	 1.04302	   58.41	   26.38	   40.75	   25.47	   66.78	   53.61	   98.49	   37.00	   74.00	480.89	0.000619734
      6917.96	0.075231	825989.0	2682057.0	946225.0	-1.17776	 1.04186	   61.45	   37.54	   43.78	   34.63	   64.71	   60.82	   86.97	   53.50	   66.83	510.24	0.000617731
      6918.26	0.075385	828059.0	2687706.0	948758.0	-1.17736	 1.04129	   65.58	   31.46	   44.80	   45.86	   76.21	   55.63	   98.44	   40.07	   75.08	533.13	0.000643836
      6918.56	0.078212	858837.0	2788334.0	985720.0	-1.17762	 1.03983	   73.77	   29.42	   34.60	   39.72	   72.03	   62.88	  101.62	   54.47	   71.98	540.49	0.000629333
      6918.86	0.076031	835189.0	2710555.0	955516.0	-1.17725	 1.04266	   57.40	   27.40	   37.68	   31.59	   66.82	   63.89	   98.55	   40.10	   76.12	499.55	0.000598132
      6919.16	0.071421	783769.0	2546340.0	901090.0	-1.17830	 1.03881	   62.48	   24.34	   36.66	   40.74	   64.67	   51.56	   73.30	   52.38	   48.31	454.43	0.000579804
      6919.46	0.071355	783723.0	2543935.0	899493.0	-1.17741	 1.03964	   67.63	   32.47	   35.62	   30.56	   78.21	   49.47	   77.56	   41.09	   62.70	475.31	0.000606479
      6919.76	0.071936	789418.0	2564811.0	907494.0	-1.17834	 1.03895	   69.71	   37.55	   45.81	   31.59	   72.98	   53.61	   81.73	   32.88	   71.97	497.82	0.000630622
      6920.06	0.076629	841715.0	2731936.0	966262.0	-1.17732	 1.03933	   55.34	   24.34	   39.70	   42.80	   79.29	   71.16	   94.24	   46.22	   75.05	528.13	0.000627449
      6920.35	0.071260	782312.0	2540590.0	900493.0	-1.17790	 1.03721	   41.99	   24.35	   46.83	   39.74	   67.74	   53.59	   89.99	   47.27	   53.46	464.95	0.000594329
      6920.65	0.075721	831022.0	2699470.0	956721.0	-1.17815	 1.03730	   55.28	   34.50	   35.63	   45.83	   88.67	   63.87	   80.73	   47.28	   76.09	527.90	0.000635237
