# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 01:44:30 BST
# Ring energy:   3.0
# Ring current - start: 300.2
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264057_Fe_I_10.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264057_Fe_I_10.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: Fe_I
# Sample description: Fedpbz2Br
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	     Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.074885	818911.0	2670135.0	1076622.0	-1.18191	0.908301	   51.21	   33.49	   26.46	   39.72	   80.28	   53.53	   98.38	   40.04	   70.90	494.00	0.000603245
      6907.23	0.072192	789575.0	2574049.0	1037161.0	-1.18174	0.908993	   66.53	   24.34	   47.85	   37.66	   71.89	   52.52	  102.56	   43.13	   63.73	510.23	0.000646204
      6907.52	0.071568	782614.0	2551730.0	1031414.0	-1.18189	0.905841	   57.30	   33.48	   48.84	   30.55	   88.56	   57.64	   75.29	   42.10	   81.13	514.89	0.000657908
      6907.82	0.071131	777609.0	2536462.0	1026306.0	-1.18230	0.904804	   60.40	   18.26	   34.60	   35.64	   78.21	   52.58	   71.11	   33.88	   54.43	439.11	0.000564694
      6908.12	0.076024	832008.0	2710730.0	1094226.0	-1.18113	0.907171	   67.58	   25.36	   49.88	   44.81	   87.56	   53.53	   98.42	   47.23	   65.78	540.16	0.000649224
      6908.42	0.070699	772735.0	2520816.0	1024013.0	-1.18240	0.900853	   73.73	   27.39	   38.66	   42.75	   87.65	   51.52	   96.17	   40.05	   66.77	524.70	0.000679013
      6908.71	0.078716	860957.0	2806583.0	1137305.0	-1.18168	0.903306	   85.01	   24.36	   54.96	   36.65	   69.82	   46.33	  101.49	   47.25	   57.50	523.37	0.000607892
      6909.01	0.073793	806628.0	2631235.0	1068902.0	-1.18235	0.900821	   65.50	   37.53	   48.86	   30.54	   64.63	   55.65	   85.76	   47.24	   71.93	507.63	0.000629322
      6909.31	0.073946	808370.0	2636505.0	1069667.0	-1.18219	0.902107	   55.30	   27.40	   44.80	   42.78	   80.21	   58.76	   84.78	   53.39	   61.68	509.10	0.000629788
      6909.61	0.064953	710052.0	2315799.0	941884.0	-1.18217	0.899628	   41.98	   25.36	   32.56	   29.52	   78.12	   33.99	   76.43	   30.78	   69.83	418.57	0.000589486
      6909.91	0.072385	791083.0	2580796.0	1047783.0	-1.18245	0.901421	   67.60	   33.48	   43.77	   35.65	   65.74	   58.74	   95.19	   42.15	   71.95	514.26	0.000650074
      6910.20	0.077222	843807.0	2753390.0	1118869.0	-1.18266	0.900515	   58.32	   26.37	   42.76	   43.78	   79.23	   72.09	   87.85	   53.40	   60.60	524.41	0.000621481
      6910.50	0.077725	848916.0	2771309.0	1124990.0	-1.18311	0.901546	   62.42	   28.40	   48.87	   38.71	   75.03	   74.17	   88.86	   49.29	   73.99	539.72	0.000635781
      6910.80	0.076271	833724.0	2719541.0	1106431.0	-1.18232	0.899324	   62.44	   36.52	   37.68	   46.85	   67.76	   51.50	   78.50	   44.17	   70.88	496.32	0.000595301
      6911.10	0.070995	776179.0	2531154.0	1032198.0	-1.18205	0.896985	   73.74	   28.39	   36.63	   33.59	   75.03	   42.22	   75.34	   40.04	   61.62	466.62	0.000601171
      6911.40	0.072922	797129.0	2600256.0	1060231.0	-1.18235	0.897123	   70.70	   21.31	   42.77	   24.44	   64.56	   58.70	   74.30	   24.66	   68.87	450.30	0.000564905
      6911.70	0.072022	787480.0	2567896.0	1045181.0	-1.18200	0.898897	   63.48	   31.45	   36.65	   33.60	   73.96	   58.63	   90.08	   46.19	   74.94	508.98	0.000646342
      6911.99	0.075391	823753.0	2688076.0	1096746.0	-1.18271	0.896478	   51.19	   27.39	   38.67	   38.69	   72.96	   59.76	   96.29	   54.43	   67.82	507.19	0.000615703
      6912.29	0.072905	796609.0	2599314.0	1062166.0	-1.18264	0.894937	   64.47	   21.31	   42.75	   35.63	   79.15	   59.73	   70.01	   37.96	   70.89	481.90	0.000604939
      6912.59	0.077416	846043.0	2760280.0	1126929.0	-1.18252	0.895836	   61.42	   23.33	   44.78	   34.61	   64.63	   63.85	   93.17	   44.16	   77.01	506.95	0.000599204
      6912.89	0.075324	823056.0	2685708.0	1098037.0	-1.18268	0.894420	   73.73	   47.68	   40.71	   44.82	   71.92	   70.07	   95.18	   52.34	   67.83	564.29	0.000685602
      6913.19	0.072629	794186.0	2589569.0	1059401.0	-1.18193	0.893788	   62.46	   24.34	   45.82	   24.44	   76.03	   65.94	   90.01	   45.19	   64.73	498.98	0.000628286
      6913.49	0.067041	732533.0	2390417.0	978877.0	-1.18271	0.892817	   57.35	   28.40	   43.80	   27.49	   69.83	   39.13	   81.66	   33.88	   62.67	444.21	0.000606396
      6913.78	0.069794	762695.0	2488690.0	1020237.0	-1.18265	0.891722	   67.62	   34.49	   39.71	   35.64	   75.08	   50.43	   93.12	   43.15	   67.78	507.01	0.000664761
      6914.08	0.078241	854866.0	2789759.0	1146384.0	-1.18277	0.889343	   74.74	   30.43	   48.87	   35.64	   88.60	   60.76	   68.00	   57.53	   78.07	542.63	0.000634757
      6914.38	0.077225	843873.0	2753423.0	1131458.0	-1.18260	0.889338	   78.91	   29.42	   44.81	   38.69	   94.82	   71.07	   97.39	   32.85	   62.69	550.63	0.000652503
      6914.68	0.078437	857281.0	2796778.0	1147264.0	-1.18246	0.891088	   82.96	   31.44	   40.69	   39.72	   84.45	   59.72	   99.42	   47.17	   73.94	559.52	0.000652668
      6914.98	0.073654	804728.0	2626127.0	1079757.0	-1.18276	0.888774	   63.49	   28.41	   36.65	   32.59	   69.85	   59.74	   99.36	   48.26	   77.13	515.49	0.000640573
      6915.28	0.070889	774638.0	2527457.0	1039098.0	-1.18257	0.888861	   60.45	   38.54	   55.99	   32.59	   67.76	   51.47	  107.92	   25.64	   74.97	515.34	0.000665263
      6915.57	0.074325	812055.0	2650018.0	1089376.0	-1.18275	0.888961	   67.56	   28.41	   42.77	   26.47	   65.64	   32.95	   92.13	   46.24	   62.69	464.86	0.000572447
      6915.87	0.073892	807437.0	2634598.0	1086750.0	-1.18262	0.885539	   51.18	   36.52	   41.75	   36.67	   67.67	   51.51	  104.88	   39.06	   61.63	490.87	0.000607933
      6916.17	0.071394	780348.0	2545634.0	1049240.0	-1.18240	0.886314	   48.15	   27.40	   32.57	   37.68	   75.00	   47.38	   79.50	   41.06	   65.77	454.52	0.000582458
      6916.47	0.072902	796747.0	2599305.0	1072427.0	-1.18246	0.885320	   52.20	   27.40	   51.90	   32.59	   61.52	   54.58	   82.60	   40.03	   57.55	460.37	0.000577814
      6916.77	0.077399	845993.0	2759757.0	1142292.0	-1.18239	0.882106	   67.59	   32.47	   40.69	   31.58	   75.06	   61.79	   97.37	   47.25	   56.49	510.29	0.000603187
      6917.07	0.074133	809521.0	2643273.0	1092880.0	-1.18333	0.883202	   48.12	   23.32	   48.88	   21.40	   72.91	   60.77	   78.51	   48.24	   61.63	463.77	0.000572900
      6917.37	0.068012	742711.0	2425044.0	1002444.0	-1.18330	0.883409	   68.59	   18.26	   36.64	   37.68	   60.42	   53.58	   71.11	   38.00	   66.83	451.12	0.000607401
      6917.66	0.069624	760596.0	2482278.0	1028201.0	-1.18283	0.881366	   66.57	   25.37	   31.55	   39.73	   63.56	   54.56	   80.63	   36.98	   61.68	460.62	0.000605604
