# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 01:31:08 BST
# Ring energy:   3.0
# Ring current - start: 301.4
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264054_Fe_I_7.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264054_Fe_I_7.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: Fe_I
# Sample description: Fedpbz2Br
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075319	829306.0	2685234.0	993823.0	-1.17493	0.993964	   61.47	   39.57	   55.99	   39.73	   91.85	   56.66	   85.79	   33.87	   71.95	536.88	0.000647385
      6907.23	0.071918	792282.0	2564243.0	951065.0	-1.17450	0.991836	   60.45	   19.27	   35.61	   24.45	   83.40	   64.91	   78.56	   38.01	   55.52	460.18	0.000580834
      6907.52	0.071145	783267.0	2536606.0	941677.0	-1.17511	0.990920	   71.72	   34.50	   48.88	   40.78	   75.13	   52.57	   98.49	   43.18	   76.12	541.38	0.000691177
      6907.82	0.072237	795573.0	2575497.0	956631.0	-1.17474	0.990380	   63.47	   33.49	   37.68	   37.69	   73.00	   42.24	   80.64	   62.65	   81.24	512.09	0.000643671
      6908.12	0.075040	825950.0	2675365.0	995403.0	-1.17531	0.988693	   65.56	   37.56	   46.84	   42.78	   90.77	   66.96	   91.13	   55.48	   69.92	566.99	0.000686475
      6908.42	0.070732	778520.0	2521765.0	937076.0	-1.17532	0.989950	   71.74	   28.42	   44.83	   31.58	   65.71	   68.02	   81.69	   44.23	   77.07	513.28	0.000659308
      6908.71	0.077483	853124.0	2762408.0	1028033.0	-1.17495	0.988455	   73.77	   37.55	   36.65	   37.69	   72.98	   49.44	  106.70	   43.15	   69.94	527.87	0.000618746
      6909.01	0.075182	827937.0	2680426.0	997890.0	-1.17479	0.988088	   66.60	   31.45	   46.84	   39.75	   85.51	   57.70	   94.25	   56.49	   71.97	550.55	0.000664970
      6909.31	0.074372	818874.0	2651627.0	987263.0	-1.17500	0.987992	   69.66	   35.52	   50.91	   42.80	   80.31	   54.56	   75.40	   43.14	   80.20	532.48	0.000650263
      6909.61	0.064871	713523.0	2312697.0	862342.0	-1.17595	0.986518	   48.12	   28.41	   33.60	   37.68	   79.32	   61.85	   76.46	   36.96	   63.77	466.17	0.000653335
      6909.91	0.072524	798078.0	2585886.0	966276.0	-1.17562	0.984374	   53.25	   30.44	   43.78	   35.65	   73.99	   63.90	   79.58	   53.40	   67.85	501.83	0.000628797
      6910.20	0.076978	847149.0	2744474.0	1026175.0	-1.17547	0.983751	   56.34	   42.64	   51.94	   30.57	   89.73	   60.82	  100.66	   47.27	   68.85	548.83	0.000647852
      6910.50	0.078610	865267.0	2802625.0	1047058.0	-1.17527	0.984572	   74.77	   38.55	   41.71	   31.58	   92.87	   69.06	  109.96	   52.38	   49.31	560.20	0.000647425
      6910.80	0.075715	832903.0	2699581.0	1012061.0	-1.17593	0.981108	   73.75	   30.45	   35.62	   37.68	   78.22	   54.61	   84.88	   54.43	   70.88	520.52	0.000624949
      6911.10	0.070681	777837.0	2520075.0	941651.0	-1.17553	0.984409	   59.38	   20.29	   39.69	   32.60	   68.76	   62.88	  100.50	   37.97	   63.67	485.73	0.000624467
      6911.40	0.071900	791037.0	2563548.0	959285.0	-1.17580	0.982959	   69.66	   23.34	   37.68	   39.74	   70.90	   78.39	   74.29	   49.28	   77.10	520.38	0.000657846
      6911.70	0.072034	792918.0	2568366.0	960065.0	-1.17531	0.984024	   68.59	   32.47	   32.57	   33.60	   75.14	   53.55	   80.73	   48.29	   53.44	478.38	0.000603315
      6911.99	0.075491	830747.0	2691412.0	1010607.0	-1.17550	0.979515	   82.01	   35.53	   47.83	   42.79	   81.35	   59.75	  106.83	   49.31	   71.97	577.36	0.000694986
      6912.29	0.073970	813875.0	2637241.0	991737.0	-1.17568	0.978031	   51.23	   29.43	   40.72	   33.61	   77.28	   44.29	   69.13	   35.94	   78.10	459.75	0.000564891
      6912.59	0.075686	832397.0	2698646.0	1017311.0	-1.17620	0.975587	   91.17	   35.52	   41.73	   32.60	   75.10	   57.72	   86.93	   40.08	   85.38	546.22	0.000656207
      6912.89	0.076990	846735.0	2744919.0	1031234.0	-1.17612	0.978995	   65.56	   43.64	   46.81	   41.79	   78.28	   56.68	   86.92	   37.01	   73.00	529.68	0.000625559
      6913.19	0.072522	797584.0	2585460.0	974196.0	-1.17607	0.976046	   64.55	   24.35	   38.68	   34.62	   76.08	   58.72	   98.48	   31.83	   68.86	496.18	0.000622104
      6913.49	0.067648	743394.0	2411958.0	909935.0	-1.17697	0.974821	   61.45	   23.33	   31.59	   33.62	   63.60	   67.01	   89.12	   32.86	   51.32	453.90	0.000610579
      6913.78	0.069821	768211.0	2489523.0	938880.0	-1.17578	0.975159	   57.34	   27.41	   48.87	   44.83	   62.50	   63.93	   78.55	   42.11	   66.84	492.38	0.000640948
      6914.08	0.076762	844076.0	2737047.0	1033891.0	-1.17639	0.973550	   54.27	   33.49	   44.78	   41.74	   89.65	   51.51	  113.09	   50.33	   75.06	553.94	0.000656262
      6914.38	0.078423	862404.0	2796048.0	1055281.0	-1.17624	0.974400	   75.79	   29.42	   43.79	   31.58	   78.25	   53.58	  104.68	   49.33	   58.59	525.01	0.000608770
      6914.68	0.078124	859538.0	2785134.0	1052422.0	-1.17566	0.973202	   68.63	   25.36	   51.94	   40.75	   83.50	   47.42	  103.73	   42.16	   72.97	536.47	0.000624138
      6914.98	0.073867	812880.0	2633796.0	998145.0	-1.17560	0.970283	   58.40	   37.54	   45.83	   33.62	   80.34	   52.58	   91.12	   35.94	   83.28	518.65	0.000638040
      6915.28	0.070470	775040.0	2512340.0	950865.0	-1.17606	0.971598	   49.15	   37.55	   36.65	   36.66	   68.90	   57.77	   73.30	   54.43	   68.85	483.25	0.000623522
