# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 01:39:53 BST
# Ring energy:   3.0
# Ring current - start: 298.5
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264056_Fe_I_9.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264056_Fe_I_9.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: Fe_I
# Sample description: Fedpbz2Br
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	     Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075807	824842.0	2702845.0	1058540.0	-1.18687	0.937414	   69.65	   24.33	   45.76	   33.62	   57.28	   61.84	   93.12	   45.18	   61.60	492.39	0.000596952
      6907.23	0.072338	787176.0	2579286.0	1007881.0	-1.18682	0.939663	   68.65	   26.37	   33.59	   38.70	   82.42	   45.32	   81.52	   42.08	   63.69	482.34	0.000612742
      6907.52	0.069995	761738.0	2495846.0	978084.0	-1.18678	0.936787	   65.51	   30.42	   38.66	   36.63	   70.73	   50.44	   65.85	   37.97	   54.41	450.63	0.000591582
      6907.82	0.070894	771779.0	2527564.0	990301.0	-1.18631	0.937002	   59.35	   21.30	   43.76	   33.59	   69.76	   42.25	   69.05	   42.06	   54.46	435.58	0.000564388
      6908.12	0.075553	821996.0	2693882.0	1054641.0	-1.18700	0.937783	   61.44	   27.38	   42.73	   42.77	   78.06	   50.43	   86.79	   41.06	   81.14	511.80	0.000622636
      6908.42	0.071852	781563.0	2561969.0	1005368.0	-1.18724	0.935422	   72.67	   33.49	   32.57	   32.60	   81.32	   55.62	   96.26	   52.35	   72.97	529.85	0.000677942
      6908.71	0.079358	862966.0	2829563.0	1108509.0	-1.18750	0.937106	   73.70	   32.47	   42.75	   36.64	   73.96	   73.15	  118.20	   49.29	   62.69	562.84	0.000652219
      6909.01	0.073844	803666.0	2632996.0	1034915.0	-1.18669	0.933803	   61.42	   29.41	   49.82	   42.76	   60.43	   72.09	   76.34	   49.27	   62.68	504.22	0.000627399
      6909.31	0.073351	798006.0	2615230.0	1027961.0	-1.18699	0.933775	   49.13	   38.56	   38.68	   41.76	   58.34	   70.10	   82.74	   55.43	   66.79	501.55	0.000628503
      6909.61	0.065502	712357.0	2335742.0	917914.0	-1.18751	0.933981	   60.40	   29.41	   43.74	   32.61	   58.35	   43.26	   77.36	   37.97	   60.61	443.70	0.000622869
      6909.91	0.071987	782639.0	2566739.0	1012438.0	-1.18772	0.930275	   63.48	   21.30	   41.74	   31.56	   68.80	   58.71	   82.62	   38.00	   59.58	465.79	0.000595149
      6910.20	0.076682	834444.0	2734285.0	1075275.0	-1.18686	0.933294	   66.54	   39.57	   41.71	   39.69	   83.39	   52.54	  106.70	   46.23	   71.92	548.29	0.000657073
      6910.50	0.080054	870775.0	2854473.0	1123823.0	-1.18726	0.932151	   61.43	   29.42	   37.66	   33.62	   73.98	   57.71	   95.22	   42.11	   72.95	504.09	0.000578901
      6910.80	0.075597	822283.0	2695638.0	1062291.0	-1.18731	0.931207	   59.38	   23.34	   40.71	   41.75	   87.53	   75.16	   86.90	   42.08	   77.06	533.92	0.000649316
      6911.10	0.070558	767496.0	2515827.0	993419.0	-1.18722	0.929204	   80.91	   33.46	   46.81	   35.62	   59.42	   47.38	   83.65	   41.05	   54.45	482.75	0.000628987
      6911.40	0.072465	788592.0	2583725.0	1020198.0	-1.18674	0.929235	   58.34	   20.28	   40.71	   42.76	   80.20	   60.76	   76.38	   48.27	   87.33	515.03	0.000653099
