# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 00:44:07 BST
# Ring energy:   3.0
# Ring current - start: 300.3
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264047_HP5_10.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264047_HP5_10.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: HP5
# Sample description: Fe2 + BnBr2 + MgPhBr
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075436	829386.0	2653696.0	694294.0	-1.16302	 1.34081	  107.71	   53.59	   82.05	   79.95	  131.39	   76.73	  144.33	   73.36	   91.03	840.13	0.001012958
      6907.23	0.071743	788907.0	2521290.0	660632.0	-1.16188	 1.33933	  116.02	   57.71	   80.93	   69.51	  134.61	  107.19	  120.45	   74.32	   90.05	850.79	0.001078435
      6907.52	0.072238	794373.0	2540598.0	665577.0	-1.16260	 1.33950	  119.23	   70.08	   78.88	   68.46	  103.17	   81.93	  121.73	   67.03	   93.09	803.59	0.001011607
      6907.82	0.071086	781632.0	2499494.0	654095.0	-1.16246	 1.34059	  130.78	   78.33	   88.16	   75.76	  112.01	   86.28	  140.07	   74.50	   85.74	871.64	0.001115151
      6908.12	0.075228	826453.0	2654348.0	697049.0	-1.16681	 1.33710	  121.38	   56.69	   84.01	   63.35	  119.40	   85.12	  129.12	   80.58	   98.30	837.95	0.001013911
      6908.42	0.070695	777078.0	2492745.0	653661.0	-1.16560	 1.33855	  113.06	   68.04	   87.15	   57.07	  120.67	   69.36	  132.43	   68.13	   94.18	810.08	0.001042475
      6908.71	0.078297	860784.0	2755520.0	722916.0	-1.16352	 1.33807	  132.74	   55.67	   90.22	   90.30	  136.72	  101.00	  159.56	   80.62	   99.38	946.21	0.001099247
      6909.01	0.073985	813211.0	2609495.0	685327.0	-1.16592	 1.33702	  119.23	   58.79	   74.69	   67.44	  121.58	   91.50	  127.19	   69.17	   98.37	827.97	0.001018143
      6909.31	0.071971	791004.0	2531525.0	663876.0	-1.16327	 1.33848	  133.89	   57.70	   64.30	   73.71	  125.98	   89.35	  144.29	   77.54	   91.00	857.75	0.001084384
      6909.61	0.065319	718280.0	2290606.0	601486.0	-1.15971	 1.33717	   98.29	   49.46	   69.48	   65.40	  117.22	   77.77	   94.56	   57.62	   76.42	706.23	0.000983230
      6909.91	0.071568	786606.0	2517883.0	661224.0	-1.16345	 1.33708	  109.81	   46.39	   70.52	   76.80	  120.47	   86.16	  114.10	   73.32	   87.80	785.38	0.000998444
      6910.20	0.077036	846892.0	2719860.0	715539.0	-1.16676	 1.33530	  133.92	   59.80	   87.13	   78.84	  118.39	  106.13	  122.81	   73.31	   98.36	878.69	0.001037547
      6910.50	0.079392	872431.0	2801905.0	736337.0	-1.16677	 1.33637	  148.54	   59.80	   95.47	   83.10	  126.92	   88.22	  133.70	  103.75	   75.38	914.87	0.001048641
      6910.80	0.077395	850424.0	2730902.0	719880.0	-1.16665	 1.33330	  129.75	   60.83	   83.03	   65.39	  123.72	   91.41	  142.13	   92.20	  116.20	904.65	0.001063759
      6911.10	0.070993	780741.0	2495610.0	655432.0	-1.16204	 1.33699	  109.77	   50.46	   80.91	   75.75	  107.60	   84.11	  133.53	   58.67	  110.86	811.66	0.001039603
      6911.40	0.072396	795642.0	2555857.0	673482.0	-1.16699	 1.33368	  112.90	   47.39	   69.51	   61.21	   96.74	   88.25	  142.20	   73.33	   83.70	775.23	0.000974341
      6911.70	0.072752	799648.0	2570248.0	679381.0	-1.16759	 1.33058	  105.65	   49.50	   79.92	   73.68	  127.13	   73.62	  132.33	   84.93	  102.53	829.28	0.001037051
      6911.99	0.076085	836031.0	2681641.0	708224.0	-1.16552	 1.33142	  148.48	   53.62	   96.47	   74.71	  122.81	   79.81	  130.28	   67.01	  108.87	882.06	0.001055058
      6912.29	0.074670	820331.0	2632573.0	692431.0	-1.16601	 1.33551	  126.64	   43.29	   81.94	   79.95	  109.89	   98.72	  114.24	   64.90	   97.31	816.87	0.000995785
      6912.59	0.074595	819803.0	2626241.0	691118.0	-1.16424	 1.33500	  103.51	   71.15	  100.68	   73.70	   96.94	   88.33	  123.80	   61.86	   81.70	801.67	0.000977879
