# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 00:26:37 BST
# Ring energy:   3.0
# Ring current - start: 299.4
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264043_HP5_6.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264043_HP5_6.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: HP5
# Sample description: Fe2 + BnBr2 + MgPhBr
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.075909	833810.0	2377302.0	612866.0	-1.04772	 1.35558	  132.77	   53.61	   64.26	   63.25	  129.25	   81.93	  133.56	   61.78	   98.39	818.81	0.000982006
      6907.23	0.072258	794290.0	2267239.0	583161.0	-1.04887	 1.35785	  109.82	   43.27	   74.63	   68.48	  109.88	   93.51	  138.07	   61.83	   92.12	791.60	0.000996608
      6907.52	0.071272	783036.0	2235728.0	576098.0	-1.04914	 1.35604	  131.92	   55.67	   81.88	   77.80	  135.81	   75.73	  158.53	   61.80	  117.34	896.47	0.001144870
      6907.82	0.071833	789190.0	2240408.0	577463.0	-1.04341	 1.35577	  120.28	   61.84	   87.12	   57.07	  124.79	   91.43	  142.14	   71.20	   93.10	848.97	0.001075747
      6908.12	0.074605	819401.0	2344351.0	604181.0	-1.05119	 1.35589	  128.72	   59.80	   83.03	   67.45	  125.97	   78.88	  137.68	   58.66	  107.79	847.99	0.001034890
      6908.42	0.070065	769829.0	2184130.0	563204.0	-1.04280	 1.35533	  122.37	   50.51	   61.21	   52.95	  123.79	   93.64	  128.20	   59.67	   97.23	789.58	0.001025655
      6908.71	0.079733	875606.0	2512392.0	647890.0	-1.05407	 1.35527	  121.35	   55.65	   85.02	   76.78	  126.93	  108.32	  125.99	   77.57	  102.59	880.20	0.001005250
      6909.01	0.073398	806251.0	2310417.0	596066.0	-1.05279	 1.35483	  112.92	   49.47	   70.53	   55.02	  133.33	   85.10	  107.59	   64.96	  104.75	783.67	0.000971993
      6909.31	0.072950	801596.0	2283578.0	589323.0	-1.04689	 1.35452	  133.87	   51.51	   72.61	   58.13	  105.44	   91.45	  140.04	   82.84	   99.41	835.28	0.001042020
      6909.61	0.065285	717101.0	2044021.0	527873.0	-1.04746	 1.35382	  118.21	   51.52	   68.48	   59.18	  116.36	   82.09	  128.12	   78.64	   78.50	781.10	0.001089248
