# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 01:04:51 BST
# Ring energy:   3.0
# Ring current - start: 299.9
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264048_Fe_I_1.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264048_Fe_I_1.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: Fe_I
# Sample description: Fedpbz2Br
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.076724	847284.0	2735269.0	838930.0	-1.17195	 1.18186	   69.71	   33.50	   61.05	   45.85	   67.81	   62.87	  101.62	   45.21	   71.94	559.56	0.000660418
      6907.23	0.071835	793065.0	2561058.0	786346.0	-1.17227	 1.18078	   63.49	   19.28	   38.68	   34.65	   83.49	   60.84	   76.48	   45.21	   67.86	489.99	0.000617840
      6907.52	0.072169	796859.0	2572952.0	790370.0	-1.17213	 1.18031	   64.56	   25.35	   49.90	   36.67	   68.86	   48.42	   91.10	   51.36	   75.03	511.25	0.000641578
      6907.82	0.071601	791065.0	2552473.0	785544.0	-1.17144	 1.17844	   53.31	   19.28	   33.62	   31.57	   66.81	   70.15	   90.15	   48.33	   62.73	475.94	0.000601641
      6908.12	0.074575	823821.0	2658845.0	818396.0	-1.17169	 1.17830	   73.78	   24.36	   37.67	   31.60	   91.85	   48.47	   74.45	   56.55	   63.81	502.54	0.000610013
      6908.42	0.070889	782939.0	2527126.0	778984.0	-1.17178	 1.17685	   71.76	   19.29	   45.83	   18.34	   73.02	   61.83	   98.51	   33.93	   68.86	491.37	0.000627603
      6908.71	0.077823	859819.0	2774122.0	854448.0	-1.17137	 1.17763	   63.54	   35.53	   54.99	   41.77	   92.83	   71.11	   81.77	   54.50	   69.88	565.92	0.000658180
      6909.01	0.074484	823023.0	2655330.0	818213.0	-1.17134	 1.17720	   64.57	   34.49	   51.91	   35.67	   77.19	   52.57	   93.24	   56.59	   67.84	534.08	0.000648926
      6909.31	0.073166	807956.0	2608420.0	805002.0	-1.17199	 1.17566	   55.31	   31.46	   35.63	   55.01	   86.56	   52.54	   93.28	   49.33	   70.95	530.06	0.000656054
      6909.61	0.065162	719628.0	2323083.0	719702.0	-1.17192	 1.17181	   58.42	   31.46	   27.49	   23.43	   82.53	   57.75	   92.20	   48.30	   59.68	481.26	0.000668768
      6909.91	0.072529	801125.0	2585908.0	799973.0	-1.17181	 1.17325	   71.75	   36.54	   38.68	   36.67	   70.98	   60.83	   74.42	   50.37	   66.84	507.09	0.000632972
      6910.20	0.076995	850023.0	2744963.0	848632.0	-1.17226	 1.17390	   67.61	   30.44	   39.69	   42.78	   83.49	   74.30	  103.70	   51.39	   65.74	559.14	0.000657795
      6910.50	0.078278	864398.0	2790463.0	863070.0	-1.17193	 1.17347	   62.49	   30.44	   47.86	   30.58	   86.51	   64.95	  107.00	   48.33	   75.08	553.25	0.000640038
