# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 01:26:45 BST
# Ring energy:   3.0
# Ring current - start: 299.4
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264053_Fe_I_6.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264053_Fe_I_6.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: Fe_I
# Sample description: Fedpbz2Br
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.074022	810014.0	2639286.0	943934.0	-1.18121	 1.02821	   70.66	   29.42	   44.80	   43.80	   83.38	   72.17	   82.69	   40.08	   51.36	518.35	0.000639926
      6907.23	0.071533	783231.0	2550192.0	911365.0	-1.18050	 1.02898	   66.55	   32.46	   37.65	   26.47	   65.64	   56.65	   91.02	   42.11	   62.68	481.23	0.000614414
      6907.52	0.071664	784143.0	2555207.0	912016.0	-1.18130	 1.03023	   63.44	   22.31	   36.63	   32.61	   65.67	   63.84	   79.52	   36.94	   45.18	446.16	0.000568979
      6907.82	0.072752	796113.0	2593733.0	926536.0	-1.18111	 1.02940	   73.71	   33.49	   42.75	   22.41	   78.21	   48.42	   75.28	   48.31	   80.15	502.73	0.000631483
      6908.12	0.074566	816136.0	2658515.0	952047.0	-1.18094	 1.02691	   73.77	   39.56	   44.80	   34.63	   97.01	   52.53	   84.78	   38.01	   73.93	539.03	0.000660466
      6908.42	0.071124	778439.0	2535883.0	907503.0	-1.18101	 1.02760	   66.55	   23.33	   34.62	   36.67	   67.75	   51.52	   93.14	   43.13	   61.67	478.38	0.000614533
      6908.71	0.077975	853494.0	2780050.0	993613.0	-1.18089	 1.02888	   69.64	   34.49	   47.84	   46.87	   82.30	   66.99	  102.58	   52.40	   65.77	568.89	0.000666545
      6909.01	0.074470	815054.0	2654932.0	953297.0	-1.18092	 1.02425	   63.50	   33.48	   39.70	   31.55	   96.00	   66.98	   82.70	   30.83	   62.67	507.41	0.000622546
      6909.31	0.074503	815157.0	2656393.0	954950.0	-1.18134	 1.02307	   58.34	   25.36	   49.90	   36.68	   85.41	   58.69	   92.10	   45.20	   59.60	511.29	0.000627225
      6909.61	0.065612	718080.0	2339211.0	841609.0	-1.18099	 1.02225	   56.36	   20.29	   42.77	   41.78	   72.99	   47.41	   77.43	   29.76	   54.45	443.24	0.000617261
