# Diamond Light Source
# Instrument: B18-CORE XAS Date: Sat, 30 Jul 2016 00:17:52 BST
# Ring energy:   3.0
# Ring current - start: 298.9
# Primary slits:  vertical gap=  2.4; horizontal gap= 52.0; vertical offset=  0.4; horizontal offset= -1.0
# Secondary slits:  vertical gap=  5.0; horizontal gap= 23.0; vertical offset=  5.3; horizontal offset= -14.5
# OH Mirror Coating: Pt
# White beam filter: 140um PyC
# Crystal cut: Si(111)
# PostDCM slits:  vertical gap= 18.0; horizontal gap= 28.0; vertical offset= -9.1; horizontal offset= -16.5
# Experimental slits:  vertical gap= 30.0; horizontal gap= 45.0; vertical offset=  5.0; horizontal offset= -17.5
# HR Mirror : in; Y: -39.2; Pitch:  8.3; Coating: Pt
# Mirror 2: Pitch:  2.2; Height: -6.3; Yaw: -1.5; Bend:  0.8;
# I0 Stanford sensitivity: 100 nA/V Offsets: 20 pA
# It Stanford sensitivity: 20 nA/V Offsets: 1 pA
# Iref Stanford sensitivity: 5 nA/V Offsets: 1 pA
#
# Ascii output file name: 'Fe//ascii/264041_HP5_4.dat'
# Nexus output file: '/dls/b18/data/2016/sp10306-9/Fe//nexus/264041_HP5_4.nxs'
# XML folder and files:
# /dls/b18/data/2016/sp10306-9/xml/Fe/
# QEXAFS_Parameters
# Sample_Parameters
# Detector_Parameters
# Output_Parameters
# The contents of these files are also stored in the nexus file.
#
# Sample name: HP5
# Sample description: Fe2 + BnBr2 + MgPhBr
# Additional comments: default additional comments
# command: qexafs_energy 6912.0 8062.0 3286 242.57 qexafs_counterTimer01 qexafs_xspress QexafsFFI0
#
#
# qexafs_energy	    time	      I0	       It	    Iref	  lnI0It	lnItIref	Element0	Element1	Element2	Element3	Element4	Element5	Element6	Element7	Element8	    FF	 QexafsFFI0
      6906.93	0.076748	844347.0	2332623.0	600650.0	-1.01619	 1.35674	  116.13	   56.72	   89.27	   65.39	  147.56	   91.45	  130.32	   63.92	  121.38	882.13	0.001044743
      6907.23	0.071387	785317.0	2173495.0	560005.0	-1.01800	 1.35615	  113.96	   59.78	   79.87	   59.15	  100.20	   73.61	  133.53	   69.20	  106.57	795.88	0.001013451
      6907.52	0.072006	792442.0	2187365.0	563512.0	-1.01533	 1.35626	  122.40	   53.60	   68.44	   61.21	  118.59	   76.70	  143.30	   61.92	   88.92	795.07	0.001003317
      6907.82	0.070763	778904.0	2141088.0	551986.0	-1.01118	 1.35555	  117.00	   50.52	   91.21	   69.57	  112.08	   89.29	  156.29	   62.84	   90.00	838.82	0.001076924
      6908.12	0.075298	828079.0	2295110.0	591406.0	-1.01943	 1.35603	  135.95	   50.50	   93.35	   74.69	  113.94	   76.73	  153.05	   71.37	  100.44	870.02	0.001050647
      6908.42	0.071491	786293.0	2177352.0	561037.0	-1.01854	 1.35608	  125.44	   52.58	   73.66	   71.61	  127.04	   81.98	  130.27	   74.35	   92.02	828.95	0.001054247
      6908.71	0.078598	864217.0	2408951.0	621404.0	-1.02512	 1.35497	  140.17	   62.87	   88.15	   52.93	  125.94	   99.89	  122.81	   74.39	   92.11	859.25	0.000994254
      6909.01	0.073947	812916.0	2260599.0	583095.0	-1.02276	 1.35503	  143.36	   55.66	   87.11	   69.56	  112.00	   78.83	  133.63	   82.75	   94.16	857.07	0.001054315
      6909.31	0.073594	809329.0	2251113.0	580764.0	-1.02297	 1.35484	  113.06	   56.71	  102.67	   65.42	  121.78	   86.16	  132.56	   63.91	   94.20	836.50	0.001033566
      6909.61	0.063351	696757.0	1937869.0	500218.0	-1.02291	 1.35430	  109.85	   46.40	   66.42	   58.12	  121.65	   73.62	  111.17	   62.88	  107.76	757.87	0.001087714
      6909.91	0.072295	795375.0	2210071.0	570799.0	-1.02197	 1.35374	  108.74	   66.98	   76.70	   61.20	  125.01	   89.35	  124.87	   62.86	   99.38	815.09	0.001024790
      6910.20	0.078794	866891.0	2406296.0	620922.0	-1.02093	 1.35464	  120.31	   59.80	   64.28	   88.24	  123.88	   90.49	  139.90	   67.02	  107.78	861.70	0.000994014
